UPOS	POS	LEMMA
@Нерастворенный	%	 нероствореный
@Нерихло	%	 нерыхло
@Нерозделный	%	 нероздельный
@Нерозорванный	%	 нерозерваный
@Нерозорваный	%	 нерозерваный
@Нерозтвороный	%	 нероствореный
@Нерозторгненый	%	 неросторгненый
@Нерозумный	%	 неразумный
@Нероссудне	%	 нерозсудне
@Нерушеный	%	 нерушоный
@Нерядение	%	 нерадение
@Нерядне	%	 нерадне
@Нерядница	%	 нерадница
@Нерядность	%	 нерадность
@Нерядный	%	 нерадный
@Нерядъ	%	 нерадъ
@Несбожне	%	 незбожне
@Несвижкий	%	 несвежский
@Несвижский	%	 несвежский
@Несение	%	 несенье
@Несказителность	%	 несказительность
@Несказителный	%	 несказительный
@Несконченый	%	 нескончоный
@Неслушно	%	 неслушне
@Несмертелность	%	 несмертельность
@Несмертелный	%	 несмертельный
@Несмертэлность	%	 несмертельность
@Несмертэлный	%	 несмертельный
@Несмертэльный	%	 несмертельный
@Несмысленный	%	 несмысленый
@Неснастка	%	 неснаска
@Несподеванный	%	 несподеваный
@Несподеванье	%	 несподеване
@Несподиване	%	 несподеване
@Несправедливо	%	 несправедливе
@Нестаное	%	 нестанное
@Нестаный	%	 нестанный
@Нество	%	 нетство
@Нестейты	%	 нестеты
@Нестирпливый	%	 нестерпливый
@Несторианинъ	%	 несториянинъ
@Несторынъ	%	 несторинъ
@Нестъ	%	 несть
@Несуженый	%	 несужоный
@Несчадно	%	 нещадно
@Несчасливе	%	 нещасливе
@Несчасливший	%	 нещасливший
@Несчасливый	%	 нещасливый
@Несчасный	%	 нещасный
@Несчастливе	%	 нещасливе
@Несчастье	%	 нещастье
@Несщасливый	%	 нещасливый
@Несщасный	%	 нещасный
@Нетленый	%	 нетленный
@Неудолзе	%	 невдолзе
@Неудячность	%	 невдячность
@Неудячный	%	 невдячный
@Неужитечный	%	 неужиточный
@Неужыванье	%	 неуживанье
@Неужытость	%	 неужитость
@Неужыточный	%	 неужиточный
@Неужытый	%	 неужитый
@Неулеченный	%	 неулечоный
@Неулеченый	%	 неулечоный
@Неумеентный	%	 неумеетный
@Неуместимый	%	 невместимый
@Неумысльне	%	 неумыслне
@Неумысльный	%	 неумыслный
@Неупрывильеваный	%	 неупривильеваный
@Неустивый	%	 неучтивый
@Неустливый	%	 неучтивый
@Неутстивый	%	 неучтивый
@Неутьстивый	%	 неучтивый
@Неучасный	%	 невчасный
@Неученый	%	 неучоный
@Неучстиве	%	 неучтиве
@Неучстивость	%	 неучтивость
@Неучстивый	%	 неучтивый
@Неучыненье	%	 неучиненье
@Нехрестиянский	%	 нехрыстиянский
@Нехыбне	%	 нехибне
@Нецство	%	 нетство
@Нецьство	%	 нетство
@Нечто	%	 нешто
@Нечыненье	%	 нечиненье
@Нечыстое	%	 нечистое
@Нечыстость	%	 нечистость
@Нечыстота	%	 нечистота
@Нечыстый	%	 нечистый
@Нечювственый	%	 нечувственный
@Нешляхэтникъ	%	 нешляхетникъ
@Нешытый	%	 нешитый
@Нещасте	%	 нещастье
@Нещастие	%	 нещастье
@Нещастливый	%	 нещасливый
@Нещастный	%	 нещасный
@Нещесливый	%	 нещасливый
@Нещесный	%	 нещасный
@Нещыре	%	 нещире
@Нещырость	%	 нещирость
@Нещырый	%	 нещирый
@Неэвинкованье	%	 неевинкованье
@Ниввечъ	%	 внивечъ
@Нигды	%	 никгды
@Нижченье	%	 нищенье
@Нижши	%	 низши
@Нижший	%	 низший
@Нижшый	%	 низший
@Нижэй	%	 нижей
@Нижэйописаный	%	 нижейописаный
@Низвержение	%	 низверженье
@Низвитяжоный	%	 незвитяжоный
@Низский	%	 низкий
@Низсходящий	%	 нисходящий
@Низувергати	%	 низвергати
@Низходити	%	 нисходити
@Низходящий	%	 нисходящий
@Нийнешний	%	 нынешний
@Никгде	%	 нигде
@Нинейшний	%	 нинешний
@Нинейшый	%	 нинейший
@Ниодкуль	%	 ниоткуль
@Ниский	%	 низкий
@Нискость	%	 низкость
@Нихдей	%	 нигдей
@Ниць I	%	 нить
@Ниць II	%	 ницъ I
@Ниць III	%	 ницъ II
@Ничей	%	 ничий
@Ничиница	%	 ниченица
@Ничто	%	 ништо
@Ничый	%	 ничий
@Ничэмность	%	 ничемность
@Нишчытися	%	 нищитися
@Нишший	%	 низший
@Нищый	%	 нищий
@Нищыти	%	 нищити
@Новагородецъ	%	 новогородецъ
@Новагорожанинъ	%	 новогорожанинъ
@Новамесяцъ	%	 новомесяцъ
@Новатиянинъ	%	 новатианинъ
@Новецыушка	%	 новицыушка
@Нововчиненый	%	 новоучиненый
@Новоположеный	%	 новоположоный
@Новопрынятый	%	 новопринятый
@Новопрыпалый	%	 новоприпалый
@Новына	%	 новина
@Новэмбръ	%	 новембръ
@Ножевникъ	%	 ножовникъ
@Ножна	%	 ножны
@Ножыкъ	%	 ножикъ
@Ножыцы	%	 ножицы
@Ножычки	%	 ножички
@Ножь	%	 ножъ
@Номова	%	 намова
@Нонне	%	 ноне
@Норбарка	%	 нурбарка
@Норогъ	%	 нарогъ
@Норыца	%	 норица
@Носатка	%	 насадка
@Носланый	%	 насланый
@Ночевати	%	 ночовати
@Ночъю	%	 ночью
@Ночь	%	 ночъ
@Ношене	%	 ношенье
@Ношение	%	 ношенье
@Ношенне	%	 ношенье
@Ношеный	%	 ношоный
@Ношковый	%	 ножковый
@Ношовати	%	 ношивати
@Ношувати	%	 ношивати
@Ношывати	%	 ношивати
@Нубиенинъ	%	 нубианинъ
@Нужне	%	 нужно
@Нутръ	%	 нутрь
@Нутрыный	%	 нутреный
@Нутряный	%	 нутреный
@Нывка	%	 нивка
@Ныкоторый	%	 никоторый
@Ныни	%	 ныне
@Нышанъ	%	 нишанъ
@Нюжли	%	 нужли
@Нядство	%	 нятство
@Няцство	%	 нятство
@Няцтво	%	 нятство
@Обаватель II	%	 обыватель
@Обаватися	%	 обавятися
@Обадити	%	 обвадити
@Обаженый	%	 обваженый
@Обаполне	%	 обапольне
